conference,session_id,meeting_id,n_chunks,n_moves,threshold,similarity_method,n_possible_links,n_nonzero_links,total_link_weight,weighted_ldi,mean_nonzero_weight,forelink_weight_mean,backlink_weight_mean,cross_speaker_weight_ratio,late_minus_early_backlink,forelink_entropy,backlink_entropy,horizon_entropy,overall_link_entropy
2020NES,output_2020_11_05_NES_S1,output_2020_11_05_NES_S1__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10,2,25.0,0.35,lsa,300.0,2.0,0.8697827067979136,0.034791308271916545,0.4348913533989568,0.034791308271916545,0.034791308271916545,0.20534797935386834,0.02232601516473621,0.4540103999592796,0.3409009384563797,0.28007418619875174,1.074985524614411
2020NES,output_2020_11_05_NES_S1,output_2020_11_05_NES_S1__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,6,125.0,0.35,lsa,7750.0,725.0,116.1270042217135,0.929016033773708,0.1601751782368462,0.929016033773708,0.929016033773708,0.7819870978202882,0.986319777091166,13.123829113227634,12.846309944767437,12.508699455484928,38.47883851348
2020NES,output_2020_11_05_NES_S2,output_2020_11_05_NES_S2__2020_11_05_11_57_33,8,141.0,0.35,lsa,9870.0,1008.0,169.35407335116327,1.2010927188025764,0.1680099934039318,1.2010927188025764,1.2010927188025764,0.7913886635956311,1.5252589094154168,16.087596606265137,16.850499499710992,16.235113392103216,49.173209498079345
2020NES,output_2020_11_05_NES_S3,output_2020_11_05_NES_S3__3_Sorbents_Zoom_Meeting_2020_11_05_12_20_44,6,126.0,0.35,lsa,7875.0,609.0,100.3628312128841,0.7965304064514611,0.16479939443823333,0.796530406451461,0.7965304064514612,0.8063114361172253,0.946798398040004,12.256982960418958,11.674578142348103,11.15078960130195,35.082350704069015
2020NES,output_2020_11_05_NES_S4,output_2020_11_05_NES_S4__4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_59_04,2,32.0,0.35,lsa,496.0,4.0,0.9901158367442792,0.030941119898258724,0.2475289591860698,0.030941119898258724,0.030941119898258724,0.7955621993779696,0.06188223979651745,0.7200130759488854,0.23364544944327637,0.2743876157937917,1.2280461411859536
2020NES,output_2020_11_05_NES_S4,output_2020_11_05_NES_S4__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,6,104.0,0.35,lsa,5356.0,459.0,74.84187473249565,0.7196334108893813,0.163054193316984,0.7196334108893813,0.7196334108893813,0.7234762606083444,0.9894470209853381,10.32618383784208,9.909306638848818,10.345091776125741,30.58058225281664
2020NES,output_2020_11_05_NES_S5,output_2020_11_05_NES_S5__5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_11_58_06_AM,2,24.0,0.35,lsa,276.0,1.0,0.09715111306238426,0.004047963044266011,0.09715111306238426,0.004047963044266011,0.004047963044266011,1.0,0.0,0.05640288700229931,0.05973862408983737,0.048426296617720986,0.16456780770985768
2020NES,output_2020_11_05_NES_S5,output_2020_11_05_NES_S5__5_Decarbonizing_the_Economy_Zoom_Meeting_11_5_2020_12_19_34_PM,6,120.0,0.35,lsa,7140.0,601.0,93.90549627228417,0.7825458022690347,0.15624874587734472,0.7825458022690347,0.7825458022690348,0.8381671186353945,1.269509118618006,12.17704700786126,11.793237501941219,10.791471693846287,34.761756203648766
2020NES,output_2020_11_05_NES_S6,output_2020_11_05_NES_S6__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14,2,17.0,0.35,lsa,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020NES,output_2020_11_05_NES_S6,output_2020_11_05_NES_S6__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_28_39,3,50.0,0.35,lsa,1225.0,24.0,4.637412564143032,0.09274825128286064,0.19322552350595967,0.09274825128286061,0.09274825128286063,0.47692363792982534,0.16113821109455823,1.145035079931552,1.1884566519822124,1.158385294406215,3.4918770263199796
2020NES,output_2020_11_05_NES_S6,output_2020_11_05_NES_S6__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_48_43,3,51.0,0.35,lsa,1275.0,47.0,6.465917711272976,0.12678270022103874,0.13757271726112713,0.12678270022103874,0.12678270022103874,0.5942556736568784,0.08579686866562108,1.890259494511873,2.0112442192559983,1.8860303153528488,5.78753402912072
2020NES,output_2020_11_06_NES_S1,output_2020_11_06_NES_S1__1_CO2_DAC_2_Zoom_Meeting_2020_11_06_10_48_29,3,46.0,0.35,lsa,1035.0,27.0,6.77635990375841,0.147312171820835,0.25097629273179295,0.14731217182083495,0.147312171820835,0.5986703531184966,0.03862147377920573,1.765028544422765,1.8705619799875348,1.5274977442892657,5.163088268699566
2020NES,output_2020_11_06_NES_S1,output_2020_11_06_NES_S1__Zoom_Meeting_2020_11_06_10_17_47,4,47.0,0.35,lsa,1081.0,42.0,4.866624175913259,0.103545195232197,0.11587200418841093,0.10354519523219698,0.103545195232197,0.6898990754536931,0.1835558237951312,1.9285451202989432,1.3904016770044165,1.25702633141315,4.57597312871651
2020NES,output_2020_11_06_NES_S10,output_2020_11_06_NES_S10__4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32,3,39.0,0.35,lsa,741.0,8.0,2.4726438817845064,0.06340112517396171,0.3090804852230633,0.06340112517396171,0.06340112517396171,0.2954016542102051,0.17801016539800046,0.8644965157655244,0.5781949443923,0.9311144416813882,2.3738059018392126
2020NES,output_2020_11_06_NES_S10,output_2020_11_06_NES_S10__4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00,3,91.0,0.35,lsa,4095.0,308.0,47.58197071789256,0.5228787990977204,0.15448691791523558,0.5228787990977204,0.5228787990977204,0.6701663210780094,0.4941934490886527,7.959232749358999,8.436326158129102,7.348671740851595,23.744230648339695
2020NES,output_2020_11_06_NES_S11,output_2020_11_06_NES_S11__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,7,154.0,0.35,lsa,11781.0,1179.0,188.72922076771462,1.2255144205695754,0.1600756749514119,1.2255144205695754,1.2255144205695754,0.7937597735840474,1.2973227069967164,16.982223401610987,18.163329129710583,16.33892384724501,51.48447637856658
2020NES,output_2020_11_06_NES_S12,output_2020_11_06_NES_S12__6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_12_03,2,53.0,0.35,lsa,1378.0,70.0,14.706429729501158,0.27747980621700297,0.21009185327858798,0.27747980621700297,0.27747980621700297,0.2934887991803218,0.4702657983571971,4.203560823565582,3.4085866396266082,2.7880077562494425,10.400155219441633
2020NES,output_2020_11_06_NES_S12,output_2020_11_06_NES_S12__6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_22_34,3,47.0,0.35,lsa,1081.0,25.0,4.632394443513398,0.09856158390454038,0.18529577774053593,0.09856158390454038,0.09856158390454038,0.44745831913888345,0.19708521823056313,1.4611382279838745,1.2620825912188127,1.5870739102476121,4.3102947294503
2020NES,output_2020_11_06_NES_S12,output_2020_11_06_NES_S12__6_new_ideas_for_CO2_utilization_Zoom_Meeting_2020_11_06_10_49_48,3,61.0,0.35,lsa,1830.0,67.0,12.971913687049632,0.21265432273851856,0.1936106520455169,0.21265432273851856,0.2126543227385186,0.6084015704008856,0.3065706654180702,3.175585960403492,2.7902843953601892,2.430664144007085,8.396534499770766
2020NES,output_2020_11_06_NES_S2,output_2020_11_06_NES_S2__2020_11_06_09_59_04,9,186.0,0.35,lsa,17205.0,1834.0,330.53672895754494,1.77707918794379,0.18022722407717826,1.7770791879437906,1.7770791879437904,0.7844812611680465,2.2300136571215567,24.95208582974121,22.94870202113472,24.64248007446497,72.5432679253409
